SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,RNDYNB_14,RNDYNB_15,RNDYNB_16,RNDYNB_17,RNFLQTY_14,RNFLQTY_15,RNFLQTY_16,RNFLQTY_17,WETRCON,CLMTCON,HHTEMP,LOWTEMP,SMHHTEMP_14,SMHHTEMP_15,SMHHTEMP_16,SMHHTEMP_17,WNTLWTEMP_14,WNTLWTEMP_15,WNTLWTEMP_16,WNTLWTEMP_17
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016009,Tachileik,တာချီလိတ်,unknown,unknown,81,74,unknown,unknown,74.07,70.6,1,1,36,11,0,0,36,36,0,0,11,12
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016010,Monghpyak,မိုင်းဖြတ်,90,95,95,99,98.31,62.85,64.93,70.49,2,1,37,13,33,33,37,37,13,13,13,13
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016011,Mongyawng,မိုင်းယောင်း,unknown,unknown,unknown,65,unknown,unknown,unknown,33.7,2,1,33,11,0,0,0,33,0,0,0,11
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017001,Pathein,ပုသိမ်,133,134,132,118,121.82,121.12,141.69,88.78,2,1,37.7,17.8,40,40.32,41.4,40,12,23.4,14.5,12
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,115,116,123,98,99.2,92.27,108.9,69.99,2,1,32,13,32,34,39,39,13,13,15,15
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017003,Thabaung,သာပေါင်း,113,120,127,76,99.81,97.38,130.29,18.6,2,1,35,24,34,36,37,37,22,23,24,25
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017004,Ngapudaw,ငပုတော,unknown,89,123,69,unknown,95,122.61,unknown,2,1,31.41,18.57,0,37,35,0,0,22,24,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017005,Kyonpyaw,ကျုံပျော်,101,105,114,81,80.11,94.18,106.57,67.23,2,1,39,18,35,41,41,35,22,39,15,22
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017006,Yegyi,ရေကြည်,106,109,122,103,100.21,99.48,120.62,85.64,2,1,42,8,40.2,40.8,42.2,41,15,14,11,14.4
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017007,Kyaunggon,ကျောင်းကုန်း,unknown,unknown,unknown,92,unknown,unknown,unknown,60.65,2,1,37,18,0,0,0,37,0,0,0,18
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017008,Hinthada,ဟင်္သာတ,113,120,110,61,87.24,90,101.29,72.17,2,1,41,10,42.4,43,36,42.4,9.3,9.2,18,11.6
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017009,Zalun,ဇလွန်,114,105,115,125,93.15,93.69,74.99,96.08,2,1,41.8,7.5,40,40.3,40.7,38.5,8.3,9.5,9.5,11.5
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017010,Lemyethna,လေးမျက်နှာ,122,92,96,99,125.75,91.17,113.61,106.23,2,1,34,12,40,37,34,37,14,8,12,12
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017011,Myanaung,မြန်အောင်,73,80,86,86,33.79,51.18,52.2,unknown,2,1,27,19,29,30,38,30,24,25,12,12
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017012,Kyangin,ကြံခင်း,78,94,93,unknown,56.89,66.69,59.94,unknown,2,1,38,21,38,44,43,0,21,27,19,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017013,Ingapu,အင်္ဂပူ,89,91,104,93,74.47,76.88,78.91,89.1,2,1,41,13,37,38,41,40,27,28,13,29
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017014,Myaungmya,မြောင်းမြ,113,124,124,unknown,110.46,118.67,121.29,unknown,2,1,42.5,8,32.7,32.8,33.1,33.3,16.2,21.2,21.3,21.1
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017015,Einme,အိမ္မဲ,108,110,122,98,115.5,123.36,105.83,77.38,2,1,37,20,37,37,40,40,14,20,18,17
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017016,Labutta,လပွတ္တာ,127,120,126,125,117.43,131.2,153,123.15,2,1,39,14,32,38,39,40,19,13,14,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017017,Wakema,ဝါးခယ်မ,124,109,117,107,109.01,111.22,114.32,89.35,2,1,36,20,31,32,38,36,26,20,20,20
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,115,100,110,39,127.19,103.74,133.13,41.39,2,1,38,18,34,34,39,38,18,19,18,20
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017019,Maubin,မအူပင်,115,125,119,122,89.47,98.27,89.31,89.57,2,1,40.5,11.3,36,40.56,40,38.2,15,11.3,13,14
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017020,Pantanaw,ပန်းတနော်,unknown,111,110,unknown,unknown,85.64,85.12,unknown,2,1,38.42,23.11,0,38,34.41,0,0,22,19.61,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017021,Nyaungdon,ညောင်တုန်း,108,107,112,101,96.08,94.22,93.92,79.43,2,1,45,38,34.5,32,38,35,24.15,21,14,18
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017022,Danubyu,ဓနုဖြူ,100,109,109,100,90.75,111.2,105.36,76.77,2,1,42,17,41,40,42,36,17,17,18,23
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017023,Pyapon,ဖျာပုံ,unknown,unknown,unknown,111,unknown,unknown,unknown,106.86,2,1,36,18,0,0,0,35.1,0,0,0,19.8
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017024,Bogale,ဘိုကလေး,118,118,120,113,146.94,119.97,157.23,106.42,2,1,40,19,42,40,39,39,18,19,19,19
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017025,Kyaiklat,ကျိုက်လတ်,unknown,113,116,unknown,unknown,106.44,120.53,unknown,2,1,37,18,0,33,37,0,0,18,18,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017026,Dedaye,ဒေးဒရဲ,88,97,80,92,102.74,102.18,89.79,60.75,2,1,34,21,38,40,34,42,26,26,21,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,73,65,89,unknown,44.57,23.01,40.77,unknown,2,1,39.9,11.7,41.2,41.5,39.9,0,20.5,21,11.7,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,75,75,87,unknown,44.92,44.92,44.68,unknown,2,1,41.5,9,41,41,41.5,0,13,13,15.2,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018003,Tatkon,တပ်ကုန်း,79,64,77,101,31.51,55.07,26.98,42.6,2,1,44,9,36.8,41,41,44,16.7,9,9,9
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,60,56,66,unknown,39.16,31.4,34.07,unknown,3,0,44,27,44,44,44,0,27,27,27,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,unknown,unknown,unknown,69,unknown,unknown,unknown,41.27,3,0,43.33,22.78,0,0,0,43.33,0,0,0,22.78
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018006,Pyinmana,ပျဉ်းမနား,75,78,2,3,44.92,42.76,0.63,1.97,2,1,43.5,10,37.44,36.7,39.5,0,21.11,18.7,11.7,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018007,Lewe,လယ်ဝေး,71,82,71,unknown,45.67,43.03,38.91,unknown,2,1,40,22,39,41.5,41.1,0,24,11.3,11.4,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,61,69,89,13,38.11,38.58,54.68,9.57,2,1,36.11,21.11,41,41.5,43.5,42,13,10.5,11.7,41.5
